# id	left	top	right	bottom	texture_id
[SPRITES]
#####  BIG ###############
# IDLE
11121	246	154	261	181	0
11111	186	154	201	181	0

# WALKING RIGHT
11222	275	154	290	181	0
11223	304	154	321	181	0

# WALKING LEFT
11212	155	154	170	181	0
11213	125	154	140	181	0

# RUNNING RIGHT
11321	334	154	355	181	0
11322	334	154	355	181	0
11323	392	154	413	181	0

# RUNNING LEFT
11311	91	154	112	181	0
11312	65	154	86	181	0
11313	34	154	55	181	0

# JUMP WALK RIGHT & LEFT
11417	395	275	412	302	0
11413	35	275	52	302	0

# JUMP RUN RIGHT & LEFT
11427	394	195	413	222	0
11423	35	195	52	222	0

# SIT RIGHT & LEFT
11521	426	239	441	256	0
11511	5	239	20	256	0

# BRACE RIGHT & LEFT
11611	5	154	22	181	0
11621	425	154	442	181	0

# HOLDING WALKING RIGHT
11722	275	313	291	341	0
11723	304	314	320	341	0

# HOLDING WALKING LEFT
11712	154	313	170	341	0
11713	124	314	140	341	0

# DIE
13001	215	120	234	137	0

############ SMALL ################
# IDLE
12121	247	0	260	15	0
12111	187	0	200	15	0

# WALK RIGHT
12222	275	0	292	15	0
12223	306	0	321	15	0

# WALK LEFT
12212	155	0	170	15	0
12213	125	0	140	15	0

# RUN RIGHT
12321	275	0	290	15	0
12322	306	0	321	15	0
12323	335	0	350	15	0

# RUN LEFT
12311	155	0	170	15	0
12312	125	0	140	15	0
12313	95	0	110	15	0

# BRACE RIGHT & LEFT
12511	6	0	19	15	0
12521	426	0	439	15	0

# JUMP WALK RIGHT & LEFT
12413	35	80	50	95	0
12417	395	80	410	95	0

#JUMP RUN RIGHT & LEFT
12423	65	40	80	55	0
12427	365	40	380	55	0

# HOLDING WALKING RIGHT
12622	245	119	259	135	0
12623	276	119	290	135	0

# HOLDING WALKING LEFT
12612	185	119	199	135	0
12613	155	119	169	135	0

########### TAIL MARIO #############
# IDLE RIGHT & LEFT
13122	242	634	263	660	0
13112	181	634	203	660	0

# WALK RIGHT
13222	271	633	293	664	0
13223	302	633	324	664	0

# WALK LEFT
13212	151	633	174	664	0
13213	121	633	142	664	0

# RUN RIGHT
13322	331	634	355	663	0
13323	361	634	385	663	0
13324	392	634	413	663	0

# RUN LEFT
13312	90	634	114	663	0
13313	60	634	84	663	0
13314	32	634	52	663	0

# BRACE RIGHT & LEFT
13422	424	632	440	663	0
13412	4	632	20	663	0

# SIT RIGHT & LEFT
13522	421	718	444	736	0
13512	2	718	23	736	0

# FLY RIGHT
13622	330	714	354	740	0
13623	360	714	384	742	0

# FLY LEFT
13612	91	714	115	740	0
13613	60	714	84	742	0

# JUMP RIGHT
13722	243	714	263	742	0
13723	271	714	294	742	0
13724	302	714	323	742	0

# JUMP LEFT
13712	181	714	203	742	0
13713	152	714	174	742	0
13714	121	714	142	742	0

# FACE FORWARD
13812	214	634	230	663	0
# FACE BACKWARD
13813	214	673	230	701	0

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

# WALKING RIGHT & LEFT
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

# RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

# HOLDING RUN RIGHT & LEFT
602	11722	100	11723	100
603	11712	100	11713	100

# JUMP WALK
700	11417	100
701	11413	100

# JUMP RUN
800	11427	100
801	11423	100

# SIT RIGHT & LEFT
900	11521	100
901	11511	100

# BRACE RIGHT & LEFT
1000	11621	100
1001	11611	100

# DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100

# WALK RIGHT & LEFT
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

# RUN RIGHT & LEFT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

# HOLDING RUN RIGHT & LEFT
1302	12622	100	12623	100
1303	12612	100	12613	100

# BRACE RIGHT & LEFT
1401	12511	100
1400	12521	100

# JUMP WALK
1500	12417	100
1501	12413	100

# JUMP RUN
1601	12423	100
1600	12427	100

################### APPEARANCE CHANGING #################
###RIGHT###
# APPEARANCE CHANGING RIGHT IDLE
1700	11121	120	12121	120
# APPEARANCE CHANGING LEFT IDLE
1701	11111	120	12111	120

# APPEARANCE CHANGING RIGHT WALK
1800	11222	120	12223	120	11223	120	12222	120
# APPEARANCE CHANGING LEFT WALK
1801	11212	120	12213	120	11213	120	12212	120

# APPEARANCE CHANGING RIGHT RUN
1900	11321	120	12322	120	11323	120	12321	120	11322	120	12323	120
# APPEARANCE CHANGING LEFT RUN
1901	11311	120	12312	120	11313	120	12311	120	11312	120	12313	120

# APPEARANCE CHANGING RIGHT JUMP WALK
2000	11417	120	12417	120
# APPEARANCE CHANGING LEFT JUMP WALK
2001	11413	120	12413	120

# APPEARANCE CHANGING RIGHT JUMP RUN
2100	11427	120	12423	120
# APPEARANCE CHANGING LEFT JUMP RUN
2101	11423	120	12427	120

# APPEARANCE CHANGING RIGHT BRACE
2200	11611	120	12511	120
#APPEARANCE CHANGING LEFT BRACE
2201	11621	120	12521	120

# APPEARANCE CHANGING RIGHT SIT
2300	11521	120	12121	120
# APPEARANCE CHANGING LEFT SIT
2301	11511	120	12111	120

################ TAIL MARIO #################

# IDLE RIGHT & LEFT
3000	13122	100
3001	13112	100

# WALK RIGHT
3100	13122	100	13222	100	13223	100

# WALK LEFT
3101	13112	100	13212	100	13213	100

# RUN RIGHT
3200	13322	100	13323	100	13324	100

# RUN LEFT
3201	13312	100	13313	100	13314	100

# BRACE RIGHT & LEFT
3500	13422	100
3501	13412	100

# SIT RIGHT & LEFT
3400	13522	100
3401	13512	100

# FLY RIGHT
3600	13622	100	13623	100
# FLY LEFT
3601	13612	100	13612	100

# JUMP RIGHT
3300	13722	100	13723	100	13724	100

# JUMP LEFT
3301	13712	100	13713	100	13714	100

# TAIL SMASH RIGHT & LEFT
3700	13812	60	13323	60	13813	60	13313	60	13812	60	13222	60
3701	13812	60	13313	60	13813	60	13323	60	13812	60	13212	60
