# list of object assets to load in this scene
[SETTINGS]
background_color	0	0	0	255

[ASSETS]
src\settings\objects\mario.txt
src\settings\objects\platform.txt
src\settings\objects\hud.txt

# materials
src\settings\objects\materials\cloud.txt
src\settings\objects\materials\question_brick.txt
src\settings\objects\materials\breakable_brick.txt
src\settings\objects\materials\pipe.txt

# items
src\settings\objects\items\coin.txt

[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
0	160	30

#COIN
10	232	40
10	248	40

10	216	56
10	264	56

10	264	72

10	232	88
10	248	88

10	264	104

10	216	120
10	264	120

10	232	136
10	248	136

#PIPE
12	368	16	2	0	1	2	1

# PLATFORM
5	8	8	16	16	8	1003100	1003100	1003100	1	1
5	168	8	16	16	12	1003100	1003100	1003100	1	1
5	392	8	16	16	8	1003100	1003100	1003100	1	1

5	8	24	16	16	8	1003100	1003100	1003100	1	1
5	392	24	16	16	8	1003100	1003100	1003100	1	1

5	8	40	16	16	8	1003100	1003100	1003100	1	1
5	392	40	16	16	8	1003100	1003100	1003100	1	1

5	8	56	16	16	8	1003100	1003100	1003100	1	1
5	392	56	16	16	8	1003100	1003100	1003100	1	1

5	8	72	16	16	8	1003100	1003100	1003100	1	1
5	344	72	16	16	11	1003100	1003100	1003100	1	1

5	8	88	16	16	8	1003100	1003100	1003100	1	1
5	328	88	16	16	12	1003100	1003100	1003100	1	1

5	8	104	16	16	8	1003100	1003100	1003100	1	1
5	312	104	16	16	13	1003100	1003100	1003100	1	1

5	8	120	16	16	8	1003100	1003100	1003100	1	1
5	296	120	16	16	14	1003100	1003100	1003100	1	1

5	8	136	16	16	8	1003100	1003100	1003100	1	1
5	280	136	16	16	15	1003100	1003100	1003100	1	1

5	8	152	16	16	8	1003100	1003100	1003100	1	1
5	264	152	16	16	16	1003100	1003100	1003100	1	1

5	8	168	16	16	32	1003100	1003100	1003100	1	1
5	8	184	16	16	32	1003100	1003100	1003100	1	1
